GSM1275862,GSM1275863,GSM1275866,GSM1275867
ENSG00000206159,0,0,0,0
ENSG00000232235,0,0,0,0
ENSG00000224408,0,0,0,0
ENSG00000238154,0,0,0,0
ENSG00000232924,0,0,0,0
ENSG00000275310,0,0,0,0
ENSG00000232808,0,0,0,0
ENSG00000228383,0,0,0,0
ENSG00000286120,0,0,0,0
ENSG00000237802,0,0,0,0
ENSG00000286173,0,0,0,0
ENSG00000229549,0,0,0,0
ENSG00000228927,0,0,0,0
ENSG00000215540,0,0,0,0
ENSG00000215507,0,0,0,0
ENSG00000239893,0,0,0,0
ENSG00000225560,0,0,0,0
ENSG00000099725,0,0,0,0
ENSG00000290725,0,0,0,0
ENSG00000215580,0,0,0,0
ENSG00000293362,0,0,0,0
ENSG00000290330,0,0,0,0
ENSG00000225516,0,0,0,0
ENSG00000258992,0,0,0,0
ENSG00000290373,0,0,0,0
ENSG00000274196,0,0,0,0
ENSG00000290607,0,0,0,0
ENSG00000230066,0,0,0,0
ENSG00000290332,0,0,0,0
ENSG00000234803,0,0,0,0
ENSG00000224336,0,0,0,0
ENSG00000234110,0,0,0,0
ENSG00000226223,0,0,0,0
ENSG00000232617,0,0,0,0
ENSG00000224075,0,0,0,0
ENSG00000228379,0,0,0,0
ENSG00000274445,0,0,0,0
ENSG00000231874,0,0,0,0
ENSG00000234950,0,0,0,0
ENSG00000236718,0,0,0,0
ENSG00000243643,0,0,0,0
ENSG00000290378,0,0,0,0
ENSG00000225685,0,0,0,0
ENSG00000278478,0,0,0,0
ENSG00000251766,0,0,0,0
ENSG00000252289,0,0,0,0
ENSG00000231411,0,0,0,0
ENSG00000226061,0,0,0,0
ENSG00000237447,19,19,30,16
ENSG00000225840,0,0,0,0
ENSG00000251705,0,0,0,0
ENSG00000237195,0,0,0,0
ENSG00000250204,0,0,0,0
ENSG00000290448,0,0,0,0
ENSG00000234830,0,0,0,0
ENSG00000275352,0,0,0,0
ENSG00000234583,0,0,0,0
ENSG00000235094,0,0,0,0
ENSG00000229643,0,0,0,0
ENSG00000235895,0,0,0,0
ENSG00000232620,0,0,0,0
ENSG00000293672,0,0,0,0
ENSG00000290954,0,0,0,0
ENSG00000294545,0,0,0,0
ENSG00000294758,0,0,0,0
ENSG00000293305,0,0,0,0
ENSG00000295056,8,1,6,2
ENSG00000239225,0,0,0,0
ENSG00000230663,2,0,0,0
ENSG00000295335,0,0,0,2
ENSG00000212856,0,0,0,0
ENSG00000129816,0,0,0,0
ENSG00000147753,0,0,0,0
ENSG00000185700,0,0,0,0
ENSG00000291034,3,0,2,3
ENSG00000290435,0,0,0,0
ENSG00000290369,0,0,0,0
ENSG00000297760,0,0,0,0
ENSG00000297994,0,0,0,0
ENSG00000229308,0,0,0,0
ENSG00000229236,10,10,10,7
ENSG00000290323,4,0,4,2
ENSG00000237048,0,0,0,0
ENSG00000298447,0,0,0,0
ENSG00000212855,0,0,0,0
ENSG00000147761,0,0,0,0
ENSG00000233070,4,3,9,4
ENSG00000299745,0,0,0,0
ENSG00000288049,18,17,30,9
ENSG00000299844,0,0,0,0
ENSG00000290853,3,0,4,3
ENSG00000300212,0,0,0,0
ENSG00000300312,7,2,1,2
ENSG00000300595,0,0,0,0
ENSG00000223641,0,0,0,0
ENSG00000228786,0,0,0,0
ENSG00000301122,0,2,0,0
ENSG00000290344,0,0,0,0
ENSG00000291033,1065,993,1309,668
ENSG00000303338,0,0,0,0
ENSG00000303345,0,0,0,0
ENSG00000277930,0,0,0,0
ENSG00000290726,0,0,0,0
ENSG00000291032,60,56,12,18
ENSG00000231535,14,28,14,28
ENSG00000304558,0,0,0,0
ENSG00000129845,0,0,0,0
ENSG00000286050,0,4,0,0
ENSG00000290381,0,0,0,0
ENSG00000286187,0,0,0,0
ENSG00000305394,0,0,0,0
ENSG00000293249,0,0,0,0
ENSG00000305658,0,0,0,0
ENSG00000289707,0,0,0,0
ENSG00000306111,0,0,0,0
ENSG00000306715,2,0,0,2
ENSG00000286009,10,5,20,6
ENSG00000308317,0,0,0,0
ENSG00000286201,0,0,2,0
ENSG00000309341,0,0,0,0
ENSG00000291031,21,20,39,17
ENSG00000286247,0,0,0,0
ENSG00000286217,0,0,0,0
ENSG00000233699,0,0,0,0
ENSG00000309700,0,0,0,0
ENSG00000309903,0,0,0,0
ENSG00000183385,0,0,0,0
ENSG00000310485,4,1,4,4
ENSG00000293442,621,464,496,221
ENSG00000227166,0,0,0,1
ENSG00000295583,8,4,8,0
ENSG00000227204,0,0,0,0
ENSG00000299821,0,0,0,0
ENSG00000227447,0,0,0,0
ENSG00000296286,4,3,0,0
ENSG00000230727,0,0,0,0
ENSG00000306918,0,0,0,0
ENSG00000224151,0,0,0,0
ENSG00000176728,77,60,86,44
ENSG00000275578,0,0,0,0
ENSG00000226011,0,0,0,0
ENSG00000227494,0,0,0,0
ENSG00000237659,0,0,0,0
ENSG00000290840,11,13,10,11
ENSG00000205936,0,0,0,0
ENSG00000225189,0,0,0,0
ENSG00000305624,0,0,0,0
ENSG00000230073,0,0,0,0
ENSG00000232583,0,0,0,0
ENSG00000309393,0,0,0,0
ENSG00000234888,0,0,0,0
ENSG00000235014,0,0,0,0
ENSG00000229238,3,0,2,0
ENSG00000299596,0,0,0,0
ENSG00000188399,0,0,0,0
ENSG00000294742,0,0,0,0
ENSG00000277146,0,0,0,0
ENSG00000226611,0,0,0,0
ENSG00000240438,0,0,0,0
ENSG00000237269,0,0,0,0
ENSG00000288057,0,0,0,0
ENSG00000225466,0,0,0,0
ENSG00000235981,0,0,0,0
ENSG00000299288,0,0,0,0
ENSG00000223698,0,0,0,0
ENSG00000297966,0,0,0,0
ENSG00000242854,0,0,0,0
ENSG00000244231,0,0,0,0
ENSG00000172342,0,0,0,0
ENSG00000284071,0,0,0,0
ENSG00000296017,0,0,0,0
ENSG00000248792,0,0,0,0
ENSG00000293927,0,0,0,0
ENSG00000284380,0,0,0,0
ENSG00000310249,0,0,0,0
ENSG00000172294,0,0,2,0
ENSG00000240450,0,0,0,0
ENSG00000239304,0,0,0,0
ENSG00000197092,0,0,0,0
ENSG00000307363,0,0,0,0
ENSG00000235583,0,0,0,0
ENSG00000304207,0,0,0,0
ENSG00000215506,1,2,2,1
ENSG00000197038,0,0,0,0
ENSG00000299768,0,0,0,0
ENSG00000188656,0,0,0,0
ENSG00000301844,0,0,0,0
ENSG00000270073,0,0,0,0
ENSG00000293749,0,0,0,0
ENSG00000236786,0,0,0,0
ENSG00000308528,0,0,0,0
ENSG00000231436,0,0,0,0
ENSG00000309329,0,0,0,0
ENSG00000229208,0,0,0,0
ENSG00000310196,0,0,0,0
ENSG00000187657,0,0,0,0
ENSG00000309435,0,0,0,0
ENSG00000238235,0,0,0,0
ENSG00000296934,0,0,0,0
ENSG00000223744,0,0,0,0
ENSG00000295986,0,0,0,0
ENSG00000229725,0,0,0,0
ENSG00000251618,0,0,0,0
ENSG00000227444,0,0,0,0
ENSG00000226092,0,0,0,0
ENSG00000295847,0,0,0,0
ENSG00000237968,0,0,0,0
ENSG00000231159,0,0,0,0
ENSG00000310035,0,0,0,0
ENSG00000232475,0,0,0,0
ENSG00000229553,0,0,0,0
ENSG00000228850,0,0,0,0
ENSG00000232029,0,0,0,0
ENSG00000236951,0,0,0,0
ENSG00000131548,0,0,0,0
ENSG00000229159,0,0,0,0
ENSG00000225615,0,0,0,0
ENSG00000229234,0,0,0,0
ENSG00000215560,0,0,0,0
ENSG00000229940,0,0,0,0
ENSG00000290336,0,0,0,0
ENSG00000243040,0,0,0,0
ENSG00000259247,0,0,0,0
ENSG00000237902,0,0,0,0
ENSG00000235059,0,0,0,0
ENSG00000131538,0,0,0,0
ENSG00000234131,0,0,0,0
ENSG00000224873,0,0,0,0
ENSG00000230814,0,0,0,0
ENSG00000300637,0,0,0,0
ENSG00000228571,0,0,0,0
ENSG00000230476,0,0,0,0
ENSG00000273589,0,0,0,0
ENSG00000290348,0,0,0,0
ENSG00000224657,0,0,0,0
ENSG00000224917,0,0,0,0
ENSG00000298004,2,0,0,0
ENSG00000290724,0,0,0,0
ENSG00000300757,0,0,0,0
ENSG00000297434,0,0,1,0
ENSG00000310304,0,0,0,0
ENSG00000233522,0,1,0,0
ENSG00000295422,0,0,0,0
ENSG00000299625,0,0,0,0
ENSG00000293280,0,0,0,0
ENSG00000131007,0,0,0,0
ENSG00000301107,0,0,0,0
ENSG00000302211,0,0,0,0
ENSG00000295232,0,0,0,0
ENSG00000290716,0,0,0,0
ENSG00000307031,0,0,0,0
ENSG00000251510,0,0,0,0
ENSG00000198692,310,223,328,241
ENSG00000236424,0,0,0,0
ENSG00000129824,2999,2537,2997,1621
ENSG00000242875,0,0,0,0
ENSG00000238074,0,0,0,0
ENSG00000168757,0,0,0,0
ENSG00000169800,0,0,0,0
ENSG00000165246,1303,826,1372,730
ENSG00000188120,0,0,0,0
ENSG00000242389,0,0,0,0
ENSG00000244395,0,0,0,0
ENSG00000205916,0,0,0,0
ENSG00000067048,2504,2039,2229,1510
ENSG00000092377,0,0,0,1
ENSG00000114374,2312,1994,2608,1553
ENSG00000169953,0,0,0,0
ENSG00000067646,707,629,703,559
ENSG00000187191,0,0,0,0
ENSG00000226941,0,0,0,0
ENSG00000205944,0,0,0,0
ENSG00000234414,0,0,0,0
ENSG00000233803,0,0,0,0
ENSG00000172468,0,0,0,0
ENSG00000099715,0,0,0,0
ENSG00000154620,4,0,3,4
ENSG00000183878,521,352,570,267
ENSG00000012817,1793,1622,1986,1041
ENSG00000279442,0,0,0,0
ENSG00000226444,0,0,0,0
ENSG00000236235,0,0,0,0
ENSG00000288262,0,0,0,0
ENSG00000236097,0,0,0,0
ENSG00000184624,0,0,0,0
ENSG00000229286,0,0,0,0
ENSG00000280341,0,0,0,0
ENSG00000233866,0,0,0,0
ENSG00000280025,0,0,0,0
ENSG00000279848,0,0,0,0
ENSG00000214526,0,0,0,0
ENSG00000235786,0,0,0,0
ENSG00000231405,0,0,0,0
ENSG00000234891,0,0,0,0
ENSG00000235485,41,27,33,19
ENSG00000100346,1,2,3,3
ENSG00000232464,0,0,0,0
ENSG00000279440,0,0,0,0
ENSG00000279699,2,2,5,2
ENSG00000234979,0,0,0,0
ENSG00000268812,17,4,10,0
ENSG00000176177,0,0,0,0
ENSG00000286801,0,0,0,0
ENSG00000232050,0,0,0,0
ENSG00000232897,0,0,0,0
ENSG00000235154,0,0,0,0
ENSG00000228807,0,0,0,0
ENSG00000288540,0,0,0,0
ENSG00000226024,0,0,0,0
ENSG00000279182,0,0,0,0
ENSG00000235647,0,0,0,0
ENSG00000277232,4,11,10,2
ENSG00000280312,0,0,0,0
ENSG00000279712,0,0,0,0
ENSG00000279833,119,111,122,90
ENSG00000279642,0,0,2,0
ENSG00000224856,32,30,36,14
ENSG00000278890,0,0,0,0
ENSG00000285623,0,0,0,0
ENSG00000280216,7,4,9,5
ENSG00000130943,60,53,96,29
ENSG00000236611,2,0,0,0
ENSG00000227009,0,1,0,0
ENSG00000236079,0,0,0,0
ENSG00000237387,0,0,0,0
ENSG00000279914,0,0,0,0
ENSG00000224003,65,57,109,62
ENSG00000224794,0,0,0,0
ENSG00000203527,0,0,0,0
ENSG00000220702,0,0,2,0
ENSG00000285855,0,0,0,0
ENSG00000285707,0,0,0,0
ENSG00000278960,0,0,0,0
ENSG00000276138,0,0,0,0
ENSG00000276871,0,0,0,0
ENSG00000278188,0,0,0,0
ENSG00000277248,0,0,0,0
ENSG00000222585,0,0,0,0
ENSG00000200443,0,0,0,0
ENSG00000223056,0,0,0,0
ENSG00000201209,0,0,0,0
ENSG00000199797,0,0,0,0
ENSG00000276162,0,0,0,0
ENSG00000209482,5,5,3,4
ENSG00000276753,0,1,0,0
ENSG00000209480,0,0,0,0
ENSG00000263764,0,0,0,0
ENSG00000266887,0,0,0,0
ENSG00000266508,0,0,0,0
ENSG00000201078,0,0,0,0
ENSG00000230120,0,0,0,0
ENSG00000275656,0,0,0,0
ENSG00000254127,0,0,0,0
ENSG00000242082,0,0,0,0
ENSG00000214076,0,0,0,0
ENSG00000273325,0,0,0,0
ENSG00000234626,0,0,0,0
ENSG00000128276,0,0,0,0
ENSG00000271093,0,0,0,0
ENSG00000274617,0,0,0,0
ENSG00000274170,0,0,0,0
ENSG00000230736,7,4,7,5
ENSG00000243519,4,0,0,0
ENSG00000241954,4,0,2,0
ENSG00000232218,2,4,3,0
ENSG00000227519,0,0,0,0
ENSG00000240647,0,0,0,0
ENSG00000230203,0,0,0,0
ENSG00000221760,0,0,0,0
ENSG00000252412,3,1,4,1
ENSG00000226233,0,0,0,0
ENSG00000215464,1,5,3,0
ENSG00000258555,0,0,0,0
ENSG00000286070,0,0,0,0
ENSG00000230947,0,0,0,0
ENSG00000284233,0,0,0,0
ENSG00000224806,8,7,7,9
ENSG00000224334,159,99,190,94
ENSG00000237601,0,0,0,0
ENSG00000182351,0,0,0,2
ENSG00000228599,0,0,0,0
ENSG00000284431,2,0,3,0
ENSG00000227413,2,4,0,2
ENSG00000172912,0,0,0,0
ENSG00000230071,1,0,3,2
ENSG00000264661,0,0,0,0
ENSG00000237977,0,0,0,0
ENSG00000276664,0,0,0,0
ENSG00000276057,0,0,0,0
ENSG00000276965,0,0,0,0
ENSG00000275307,0,0,0,0
ENSG00000269987,0,0,0,0
ENSG00000269972,0,0,0,0
ENSG00000278008,0,0,0,0
ENSG00000239989,0,0,0,0
ENSG00000234764,0,0,0,1
ENSG00000283809,0,0,0,0
ENSG00000283583,0,0,0,0
ENSG00000237517,0,0,0,0
ENSG00000283366,0,0,0,0
ENSG00000270393,0,0,0,0
ENSG00000206739,0,0,0,0
ENSG00000273311,112,87,110,63
ENSG00000237347,0,0,0,0
ENSG00000281530,6,0,4,2
ENSG00000232710,1,0,0,2
ENSG00000281538,17,14,12,8
ENSG00000284554,0,0,0,0
ENSG00000259421,0,0,0,0
ENSG00000228045,0,0,0,0
ENSG00000264757,0,2,0,0
ENSG00000093100,10,3,8,0
ENSG00000286990,8,2,12,4
ENSG00000207780,0,0,0,0
ENSG00000235445,0,0,0,0
ENSG00000234913,0,0,0,2
ENSG00000237446,0,0,0,0
ENSG00000236890,1,0,4,0
ENSG00000235617,0,0,0,0
ENSG00000225225,0,0,0,0
ENSG00000213683,142,148,145,87
ENSG00000228622,0,0,0,0
ENSG00000233632,0,0,0,0
ENSG00000230741,0,1,0,0
ENSG00000266012,0,0,0,0
ENSG00000253007,0,0,0,0
ENSG00000281295,0,0,0,0
ENSG00000232081,0,0,0,0
ENSG00000230634,0,0,0,0
ENSG00000232073,0,0,0,0
ENSG00000236831,0,0,0,0
ENSG00000235759,1,5,1,3
ENSG00000215268,12,10,12,10
ENSG00000213727,4,2,0,2
ENSG00000230643,0,0,0,0
ENSG00000276800,0,0,0,0
ENSG00000252143,0,0,0,0
ENSG00000222352,0,0,2,0
ENSG00000275293,0,0,0,0
ENSG00000199865,0,0,0,0
ENSG00000273424,5,0,7,0
ENSG00000200332,0,0,0,1
ENSG00000285531,0,0,0,0
ENSG00000207457,0,1,0,0
ENSG00000231261,2,0,0,0
ENSG00000252603,0,0,0,0
ENSG00000266503,0,0,0,0
ENSG00000232926,21,5,4,6
ENSG00000284031,0,0,0,0
ENSG00000208023,0,0,0,0
ENSG00000236540,2,5,3,5
ENSG00000268292,0,0,0,0
ENSG00000277950,1,0,0,0
ENSG00000284140,0,0,0,0
ENSG00000284464,0,0,0,0
ENSG00000243762,0,0,0,0
ENSG00000278278,0,0,0,0
ENSG00000264346,0,0,0,0
ENSG00000233471,0,0,0,1
ENSG00000287146,9,7,3,0
ENSG00000244296,0,2,0,0
ENSG00000273300,0,0,0,0
ENSG00000273212,1,0,1,1
ENSG00000230485,0,0,0,0
ENSG00000284874,21,10,19,0
ENSG00000235776,1313,1284,910,568
ENSG00000221039,0,0,0,0
ENSG00000161132,0,1,2,2
ENSG00000273343,26,4,17,10
ENSG00000280395,0,0,0,0
ENSG00000206813,0,0,0,0
ENSG00000207932,0,0,1,1
ENSG00000283829,0,0,0,0
ENSG00000286659,0,2,0,0
ENSG00000238498,0,0,0,0
ENSG00000238584,0,0,0,0
ENSG00000273176,2,2,3,0
ENSG00000266320,0,0,0,0
ENSG00000274280,1,0,0,0
ENSG00000282602,0,0,0,0
ENSG00000282041,0,0,0,0
ENSG00000279738,28,39,26,11
ENSG00000207227,0,0,0,0
ENSG00000278948,61,63,50,12
ENSG00000272582,1,9,9,3
ENSG00000284289,0,0,0,0
ENSG00000284266,0,0,0,0
ENSG00000222044,0,0,2,0
ENSG00000273214,0,0,0,0
ENSG00000233739,0,0,0,0
ENSG00000272720,12,8,8,1
ENSG00000273342,0,2,0,0
ENSG00000212102,0,0,0,0
ENSG00000283871,0,0,0,0
ENSG00000284630,0,0,0,0
ENSG00000284651,0,0,0,0
ENSG00000284654,0,0,0,0
ENSG00000286365,0,0,2,2
ENSG00000244671,0,0,0,0
ENSG00000286127,0,0,0,0
ENSG00000207343,0,0,0,0
ENSG00000277971,0,0,0,0
ENSG00000215493,228,188,308,116
ENSG00000255156,0,0,2,1
ENSG00000201916,1,0,0,0
ENSG00000242876,2,0,3,0
ENSG00000236670,5,0,14,2
ENSG00000272787,7,20,12,4
ENSG00000224205,0,0,0,0
ENSG00000250470,0,1,0,0
ENSG00000232545,17,8,30,12
ENSG00000226772,6,1,2,0
ENSG00000200871,0,0,0,0
ENSG00000251952,0,0,0,0
ENSG00000237015,8,7,5,2
ENSG00000273216,0,0,0,0
ENSG00000280968,0,0,0,0
ENSG00000239127,0,0,0,0
ENSG00000282816,0,0,0,0
ENSG00000234208,0,0,0,0
ENSG00000233010,0,2,0,0
ENSG00000200976,0,0,0,0
ENSG00000287967,0,0,0,0
ENSG00000248751,0,0,0,0
ENSG00000100003,225,328,266,225
ENSG00000249590,0,0,0,0
ENSG00000273350,4,5,2,0
ENSG00000222915,0,0,3,0
ENSG00000272689,3,0,7,0
ENSG00000230137,0,0,0,0
ENSG00000214161,0,0,0,0
ENSG00000225774,156,131,180,108
ENSG00000223831,0,0,1,0
ENSG00000251357,0,0,0,0
ENSG00000244425,0,0,0,0
ENSG00000273295,54,48,129,94
ENSG00000225282,105,83,178,80
ENSG00000206090,0,0,0,0
ENSG00000273068,0,0,0,0
ENSG00000238153,0,0,0,0
ENSG00000224279,0,0,0,0
ENSG00000230912,4,1,9,3
ENSG00000287219,2,3,2,4
ENSG00000229598,80,75,89,69
ENSG00000244491,0,0,0,0
ENSG00000230149,11,8,9,1
ENSG00000273096,9,2,0,5
ENSG00000225450,0,0,0,2
ENSG00000272669,7,8,7,12
ENSG00000273076,0,1,2,0
ENSG00000227484,0,0,0,0
ENSG00000206203,0,0,0,0
ENSG00000063515,0,0,0,0
ENSG00000276160,0,0,0,0
ENSG00000276874,0,0,0,0
ENSG00000275060,0,0,0,0
ENSG00000237472,0,0,0,0
ENSG00000223679,0,0,0,0
ENSG00000283438,0,0,0,2
ENSG00000275635,0,0,0,0
ENSG00000236794,0,0,2,0
ENSG00000240160,1,0,0,0
ENSG00000230701,14,13,24,15
ENSG00000288683,0,0,0,0
ENSG00000284197,0,0,0,0
ENSG00000207696,1,4,2,1
ENSG00000285690,0,0,0,0
ENSG00000231466,51,43,47,44
ENSG00000272798,0,0,0,0
ENSG00000271138,1,0,1,0
ENSG00000277872,0,0,0,0
ENSG00000272977,130,89,64,65
ENSG00000272600,0,0,0,0
ENSG00000285314,0,2,2,0
ENSG00000284060,0,0,0,0
ENSG00000207575,2,0,0,0
ENSG00000249680,0,0,0,0
ENSG00000284665,0,0,0,0
ENSG00000288719,0,6,0,0
ENSG00000279652,0,0,2,0
ENSG00000279927,0,0,0,0
ENSG00000279217,0,0,0,0
ENSG00000279714,2,0,0,0
ENSG00000279805,4,6,4,0
ENSG00000233764,0,0,0,0
ENSG00000231576,0,0,0,0
ENSG00000237948,0,0,0,0
ENSG00000225557,0,0,0,0
ENSG00000237129,0,0,0,0
ENSG00000229088,0,0,0,0
ENSG00000229492,0,0,0,0
ENSG00000232305,0,0,0,0
ENSG00000254413,0,0,0,0
ENSG00000189060,3155,3843,6598,3191
ENSG00000183246,0,0,0,0
ENSG00000100249,5,2,10,3
ENSG00000200985,0,0,0,0
ENSG00000225544,101,115,120,73
ENSG00000253239,0,0,0,0
ENSG00000211637,0,0,0,0
ENSG00000254355,0,0,0,0
ENSG00000278657,0,0,0,0
ENSG00000249333,0,0,0,0
ENSG00000211642,0,0,0,0
ENSG00000253794,0,0,0,0
ENSG00000228161,0,0,0,0
ENSG00000253874,0,0,0,0
ENSG00000254075,0,0,0,0
ENSG00000254161,0,0,0,0
ENSG00000253242,0,0,0,0
ENSG00000253752,0,0,0,0
ENSG00000253823,0,0,0,0
ENSG00000275361,0,0,0,0
ENSG00000211638,0,0,0,0
ENSG00000225741,0,0,0,0
ENSG00000263366,14,8,24,2
ENSG00000236118,0,0,0,0
ENSG00000233720,0,0,0,0
ENSG00000211639,0,0,0,0
ENSG00000227710,0,0,0,0
ENSG00000224465,0,0,0,0
ENSG00000254308,0,0,0,0
ENSG00000253637,0,0,0,0
ENSG00000236323,0,0,0,0
ENSG00000211640,0,0,0,0
ENSG00000253126,0,0,0,0
ENSG00000211641,0,0,0,0
ENSG00000253935,0,0,0,0
ENSG00000228050,6,8,0,0
ENSG00000234726,0,0,0,0
ENSG00000279278,61,70,89,49
ENSG00000274422,19,36,56,39
ENSG00000234630,7,8,19,2
ENSG00000286129,6,6,6,5
ENSG00000272779,10,13,9,6
ENSG00000211643,0,1,0,0
ENSG00000211644,0,0,1,0
ENSG00000211645,0,0,0,0
ENSG00000225724,0,0,0,0
ENSG00000223350,0,0,0,0
ENSG00000232515,0,0,0,0
ENSG00000211647,0,0,0,0
ENSG00000211648,0,0,0,0
ENSG00000237428,0,0,0,0
ENSG00000211649,0,0,0,0
ENSG00000232603,0,0,0,0
ENSG00000211650,0,0,0,0
ENSG00000211651,0,0,0,0
ENSG00000211652,0,0,0,0
ENSG00000254175,0,0,0,0
ENSG00000254073,0,0,0,0
ENSG00000253818,0,0,0,0
ENSG00000211653,0,0,0,0
ENSG00000224144,0,0,0,0
ENSG00000253889,0,0,0,0
ENSG00000211654,0,0,0,0
ENSG00000211655,0,0,0,0
ENSG00000230821,0,0,0,0
ENSG00000253631,0,0,0,0
ENSG00000226595,0,0,0,0
ENSG00000233157,0,0,0,0
ENSG00000180150,0,0,0,0
ENSG00000233388,9,6,8,6
ENSG00000273044,0,0,2,0
ENSG00000268818,0,0,0,0
ENSG00000228587,0,0,0,0
ENSG00000226336,0,0,0,0
ENSG00000128313,0,2,0,0
ENSG00000237406,89,57,91,49
ENSG00000278420,0,0,0,0
ENSG00000237668,928,944,891,481
ENSG00000271181,0,1,1,0
ENSG00000236641,0,0,0,0
ENSG00000279298,0,0,0,0
ENSG00000130538,0,0,0,0
ENSG00000272858,3,2,3,0
ENSG00000224256,0,0,0,0
ENSG00000283990,0,0,0,0
ENSG00000284175,0,0,0,0
ENSG00000284520,0,0,0,0
ENSG00000280384,1,8,0,1
ENSG00000202058,3,2,2,5
ENSG00000251913,0,0,0,0
ENSG00000289517,0,0,0,0
ENSG00000200448,0,0,0,0
ENSG00000234009,3071,2848,2975,1826
ENSG00000274717,0,0,0,1
ENSG00000226989,0,0,0,0
ENSG00000252225,0,0,0,0
ENSG00000188078,25,24,22,19
ENSG00000229971,0,0,0,0
ENSG00000261675,0,0,0,0
ENSG00000288861,0,0,0,0
ENSG00000288777,0,0,0,0
ENSG00000183307,20,12,10,6
ENSG00000273442,0,0,0,0
ENSG00000235328,6,2,0,1
ENSG00000188263,1,2,0,0
ENSG00000236325,2,0,0,0
ENSG00000203416,60,46,68,44
ENSG00000231004,0,0,0,0
ENSG00000239547,0,1,0,0
ENSG00000287864,0,0,0,0
ENSG00000225413,0,0,0,0
ENSG00000272733,6,2,2,0
ENSG00000278655,3,1,1,2
ENSG00000275609,0,2,0,0
ENSG00000239511,0,0,0,0
ENSG00000224688,0,0,0,0
ENSG00000234503,0,0,0,0
ENSG00000238125,0,0,0,0
ENSG00000229107,4,3,5,3
ENSG00000226885,0,0,0,0
ENSG00000237407,0,0,0,0
ENSG00000232771,0,0,0,0
ENSG00000279920,0,0,0,0
ENSG00000226534,0,0,0,0
ENSG00000273846,0,0,0,0
ENSG00000200057,0,0,0,0
ENSG00000252020,0,0,0,0
ENSG00000275840,0,0,0,0
ENSG00000238875,0,0,0,0
ENSG00000226085,154,185,136,64
ENSG00000225528,10,7,2,10
ENSG00000286025,0,0,0,0
ENSG00000220891,0,0,0,0
ENSG00000253120,0,0,0,0
ENSG00000211656,0,0,0,0
ENSG00000211657,0,0,0,0
ENSG00000253920,0,0,0,0
ENSG00000253329,0,0,0,0
ENSG00000215456,0,0,0,0
ENSG00000253338,0,0,0,0
ENSG00000253451,0,0,0,0
ENSG00000211658,0,0,0,0
ENSG00000253913,0,0,0,0
ENSG00000253779,0,0,0,0
ENSG00000211659,0,0,0,0
ENSG00000232350,0,0,0,0
ENSG00000223999,0,0,0,0
ENSG00000253822,0,0,0,0
ENSG00000211660,0,1,0,0
ENSG00000253546,0,0,0,0
ENSG00000211661,0,0,0,0
ENSG00000211662,0,0,0,0
ENSG00000254240,0,0,0,0
ENSG00000211663,0,0,0,0
ENSG00000278667,0,0,0,0
ENSG00000211664,0,0,0,0
ENSG00000253152,0,0,0,0
ENSG00000211665,0,0,0,0
ENSG00000253786,0,0,0,0
ENSG00000211666,0,0,0,0
ENSG00000207455,0,0,0,0
ENSG00000252859,0,0,0,0
ENSG00000274552,0,0,0,0
ENSG00000241693,0,0,0,1
ENSG00000277385,0,0,0,0
ENSG00000229955,0,0,0,0
ENSG00000250318,37,35,31,29
ENSG00000288153,0,0,0,0
ENSG00000128285,28,0,24,0
ENSG00000285304,0,0,0,0
ENSG00000241333,0,0,0,0
ENSG00000100101,0,0,0,0
ENSG00000283900,1,0,0,0
ENSG00000286440,0,0,0,0
ENSG00000273866,4,3,0,0
ENSG00000138892,0,0,0,0
ENSG00000274600,4,0,0,2
ENSG00000184058,15,4,1,0
ENSG00000227838,0,0,0,0
ENSG00000231495,0,0,0,0
ENSG00000226169,0,0,0,0
ENSG00000277460,0,0,0,0
ENSG00000264073,0,0,0,0
ENSG00000283225,0,0,0,0
ENSG00000276150,0,0,0,0
ENSG00000274342,0,0,0,0
ENSG00000276675,0,0,0,0
ENSG00000239249,0,0,0,0
ENSG00000169184,3453,3822,6537,3229
ENSG00000099984,17,8,2,6
ENSG00000222698,0,0,0,0
ENSG00000237214,4200,4009,4171,2253
ENSG00000199515,0,0,0,0
ENSG00000213857,0,1,1,3
ENSG00000284015,0,0,0,0
ENSG00000198062,0,0,0,0
ENSG00000236666,0,0,0,0
ENSG00000212216,0,0,0,0
ENSG00000241838,3,6,0,0
ENSG00000271127,0,2,0,0
ENSG00000274381,0,0,0,0
ENSG00000211669,0,0,0,0
ENSG00000226477,0,0,0,0
ENSG00000211670,0,0,0,0
ENSG00000278196,0,0,0,0
ENSG00000284049,0,0,0,0
ENSG00000237127,0,0,0,0
ENSG00000254077,0,0,0,0
ENSG00000253448,0,0,0,0
ENSG00000253234,0,0,0,0
ENSG00000226420,0,0,0,0
ENSG00000211672,0,0,0,0
ENSG00000253963,0,0,0,0
ENSG00000211673,0,0,0,0
ENSG00000264824,0,0,0,0
ENSG00000211674,0,0,0,0
ENSG00000211675,0,0,0,0
ENSG00000211676,0,0,0,0
ENSG00000211677,0,0,0,0
ENSG00000211678,0,0,0,0
ENSG00000211679,0,0,0,0
ENSG00000211680,0,0,0,0
ENSG00000254029,0,0,0,0
ENSG00000254030,0,0,0,0
ENSG00000211682,0,0,0,0
ENSG00000222037,0,0,0,0
